neotoma_names,level_1,level_2,level_3,level_4,level_5,level_6,level_7
cf. Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,NA
Tidestromia-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Tidestromia,NA
Chrysolepis-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Chrysolepsis,NA
Diospyros-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,NA
Arecaceae-type undiff.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Arecaceae,NA
Eugenia-type,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myricaceae,Eugenia,NA
Rhus/Toxicodendron,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,NA
Sisyrinchium-type,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,NA
Rhododendron subsect. Ledum/Chamaedaphne calyculata,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,NA
Pinus/Picea,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus/Picea,NA
Myrica/Comptonia,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,NA
cf. Parnassia,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Parnassiaceae,Parnassia,NA
Pediomelum-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,NA
Symphoricarpos-type,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos,NA
Chamaesyce-type,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Chamaesyce,NA
Rhamnus/Vitis,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Rhamnus,NA
Betulaceae/Myricaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betulaceae,NA
cf. Primula,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,NA
Picea sect. Eupicea,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,NA
Betula/Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae/Myricaceae,Betula/Myrica,NA
cf. Rubus arcticus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus arcticus
Celtis/Maclura-type,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,NA
Hippocastanoideae,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Sapindaceae,NA
Rumex/Oxyria digyna undiff.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Actaea-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,NA
cf. Araceae,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Araceae,NA
cf. Cephalanthus,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cephalanthus,NA
Cupressaceae-type,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Cupressaceae,NA
Kochia-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Kochia,NA
Momipites/Caryapollenites,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Momipites,NA
cf. Amelanchier,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,NA
Rumex-type undiff.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
cf. Populus,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,NA
Acer-type,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,NA
Quercus-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,NA
Saxifragaceae-type,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifragaceae,NA
cf. Rumex,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
cf. Sarcobatus vermiculatus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Sarcobataceae,Sarcobatus,Sarcobatus vermiculatus
cf. Liliaceae,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Liliaceae,NA
cf. Gilia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia,NA
cf. Portulaca,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,NA
Cichorium-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,NA
Rosaceae/Quercus undiff.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae/Fagaceae,Rosaceae/Fagaceae,NA
Brassicaceae-type undiff.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicaceae,NA
cf. Limonium,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,NA
cf. Castilleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,NA
Heuchera-type,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Heuchera,NA
Prunus-type undiff.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,NA
Sphaeralcea-type,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,NA
cf. Fraxinus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,NA
cf. Phacelia,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,NA
Oxytropis-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,NA
Berlandiera-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Berlandiera,NA
cf. Bocconia,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Bocconia,NA
cf. Viola,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,NA
Meliaceae/Sapotaceae undiff.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Meliaceae,NA
cf. Eriogonum,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,NA
cf. Phacelia hastata,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia hastata
Rhus/Toxicodendron cf. T. radicans,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,NA
cf. Descurainia,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia,NA
Plantago/Thalictrum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,NA
cf. Ceanothus velutinus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,Ceanothus velutinus
cf. Scrophulariaceae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophulariaceae,NA
Combretaceae/Melastomataceae,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretaceae,NA
Phlox-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,NA
Dracocephalum-type,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,NA
Araceae-type,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Araceae,NA
Iva-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Iva,NA
Parthenocissus-type,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Parthenocissus,NA
cf. Verbascum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,NA
Rhododendron subsect. Ledum/Chamaedaphne,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,NA
Taxodium-type,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Taxodium,NA
Taxus-type,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,NA
cf. Parthenocissus,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Parthenocissus,NA
Clethra-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,NA
Acacia-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,NA
Claytonia-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiacea,Claytonia,NA
Agoseris-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Agoseris,NA
Ostrya/Carpinus-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Ostrya,NA
cf. Shepherdia,Plantae,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Shepherdia,NA
cf. Sanguisorba,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sanguisorba,NA
cf. Verbena,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,NA
Fagus/Nyssa,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,NA
Gilia-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Gilia,NA
Camassia-type,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,NA
Lithocarpus-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Lithocarpus,NA
cf. Campanula,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,NA
cf. Mirabilis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,NA
Astragalus/Lupinus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus/Lupinus,NA
Ranunculus-type undiff.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,NA
Celtis/Aphananthe,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,NA
Juglans/Pterocarya,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,NA
Castanea/Castanopsis,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,NA
Betula sect. Apterocaryon-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,NA
Betula sect. Betula-type,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,NA
Rumex/Oxyria-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Illecebrum-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Illecebrum,NA
Rumex subg. Acetosa/Oxyria,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,NA
Aphanamixis-type,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Aphanamixis,NA
Eurya-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Eurya,NA
Hippocastanoideae undiff.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Sapindaceae,NA
Lobelioideae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanulaceae,NA
Schima-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Schima,NA
Anchusa/Pulmonaria,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Anchusa,NA
Anisosciadium-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Anisosciadium,NA
Arctium/Jurinea,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,NA
Asperula-type,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Asperula,NA
Atractylis-type,Plantee,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Atractylis,NA
Atriplex-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,NA
Beta-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Beta,NA
Bunium-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bunium,NA
Ceratocephala-type,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ceratocephala,NA
cf. Abies,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,NA
cf. Acantholimon,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Acantholimon,NA
cf. Aconitum,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,NA
cf. Adonis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Adonis,NA
cf. Astragalus-type,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,NA
cf. Caucalis,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Caucalis,NA
cf. Loranthaceae,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Loranthaceae,NA
cf. Papaveraceae,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaveraceae,NA
cf. Thymelaeaceae,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Thymelaeaceae,NA
Ferula-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,NA
Halothamnus-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Halothamnus,NA
Hammada-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Hammada,NA
Hedysarum/Ebenus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,NA
Inula-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Inula,NA
Legousia-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Legousia,NA
Onopordum-type,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Onopordum,NA
Turgenia-type,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Turgenia,NA
cf. Rhamnaceae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Rhamnaceae,NA
Paronychia/Herniaria-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,NA
Linum-type,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,NA
Lythrum-type,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lythrum,NA
Styrax-type,Plantae,Tracheophyta,Magnoliopsida,Ericales,Styracaceae,Styrax,NA
Bistorta-type,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Bistorta,NA
cf. Genista,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,NA
Betula/Carpinus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula/Carpinus,NA
Asteroideae undiff.,Plantae,Tracheophyta,Mangnoliopsida,Asterales,Asteraceae,Asteraceae,NA
Asteroideae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteraceae,NA
Poaceae (Cerealia),Plantae,Tracheophyta,Liliopsida,Poales,Gramineae,Gramineae,NA
Poaceae (Cerealia) undiff.,Plantae,Tracheophyta,Liliopsida,Poales,Gramineae,Gramineae,NA
Hystrix,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Elymus,NA
Anthemideae,Plantae,Tracheophyta,Mangnoliopsida,Asterales,Asteraceae,Asteraceae,NA
Asteroideae pro parte,Plantae,Tracheophyta,Mangnoliopsida,Asterales,Asteraceae,Asteraceae,NA
Coniferae undiff.,Plantae,Tracheophyta,Pinopsida,Pinales,Pinales,Pinales,NA
Asteroideae (coarse spine),Plantae,Tracheophyta,Mangnoliopsida,Asterales,Asteraceae,Asteraceae,NA
Asteroideae (large),Plantae,Tracheophyta,Mangnoliopsida,Asterales,Asteraceae,Asteraceae,NA
Pinus subsect. Cembroides,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,NA
Asteroideae (high spine),Plantae,Tracheophyta,Mangnoliopsida,Asterales,Asteraceae,Asteraceae,NA
Coniferae,Plantae,Tracheophyta,Pinopsida,Pinales,Pinales,Pinales,NA
Picea sect. Omorika,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,NA
Betula sect. Costatae,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,NA
Abies,,,,,,Abies,
Abies balsamea,,,,,,Abies,
Abies lasiocarpa,,,,,,Abies,
Abies sp.,,,,,,Abies,
Abronia,,,,,,Abronia,
Acacia,,,,,,Acacia,
Acacia-type,,,,,,Acacia,
Acalypha,,,,,,Acalypha,
Acalypha-type,,,,,,Acalypha,
Acer,,,,,,Acer,
Acer-type,,,,,,Acer,
Acer cf. A. glabrum,,,,,,Acer,
Acer cf. A. negundo,,,,,,Acer,
Acer cf. A. pensylvanicum,,,,,,Acer,
Acer circinatum,,,,,,Acer,
Acer circinatum-type,,,,,,Acer,
Acer glabrum,,,,,,Acer,
Acer macrophyllum,,,,,,Acer,
Acer macrophyllum-type,,,,,,Acer,
Acer negundo,,,,,,Acer,
Acer negundo-type,,,,,,Acer,
Acer nigrum,,,,,,Acer,
Acer pensylvanicum,,,,,,Acer,
Acer rubrum,,,,,,Acer,
Acer rubrum-type,,,,,,Acer,
Acer saccharinum,,,,,,Acer,
Acer saccharinum-type,,,,,,Acer,
Acer saccharum,,,,,,Acer,
Acer saccharum-type,,,,,,Acer,
Acer saccharum/A. nigrum,,,,,,Acer,
Acer sp.,,,,,,Acer,
Acer spicatum,,,,,,Acer,
Acer spicatum-type,,,,,,Acer,
Acer undiff.,,,,,,Acer,
Achillea,,,,,,Asteraceae:Asteroideae,
Achillea-type,,,,,,Asteraceae:Asteroideae,
Aconitum,,,,,,Ranunculaceae undiff.,
Actaea,,,,,,Ranunculaceae undiff.,
Actaea-type,,,,,,Ranunculaceae undiff.,
Actaea rubra,,,,,,Ranunculaceae undiff.,
Adenostoma fasciculatum,,,,,,Asteraceae:Asteroideae,
Adenostoma sparsifolium,,,,,,Asteraceae:Asteroideae,
Aesculus,,,,,,Aesculus,
Agastache,,,,,,Lamiaceae,
Agastache-type,,,,,,Lamiaceae,
Agave,,,,,,Agave,
Agoseris-type,,,,,,Asteraceae:Asteroideae,
Agoseris glauca-type,,,,,,Asteraceae:Asteroideae,
Agrimonia,,,,,,Rosaceae,
Allenrolfea occidentalis,,,,,,Allenrolfea occidentalis,
Allionia,,,,,,Allionia,
Allium,,,,,,Liliaceae-type,
Allium-type,,,,,,Liliaceae-type,
Alnus,,,,,,Alnus,
Alnus (hexaporate),,,,,,Alnus,
Alnus (pentaporate),,,,,,Alnus,
Alnus (tetraporate),,,,,,Alnus,
Alnus (triporate),,,,,,Alnus,
Alnus cf. A. incana,,,,,,Alnus,
Alnus cf. A. viridis,,,,,,Alnus,
Alnus incana,,,,,,Alnus,
Alnus incana-type,,,,,,Alnus,
Alnus rhombifolia-type,,,,,,Alnus,
Alnus rubra,,,,,,Alnus,
Alnus rubra-type,,,,,,Alnus,
Alnus undiff.,,,,,,Alnus,
Alnus viridis,,,,,,Alnus,
Alnus viridis-type,,,,,,Alnus,
Alnus viridis subsp. crispa,,,,,,Alnus,
Alnus viridis subsp. crispa-type,,,,,,Alnus,
Alnus viridis subsp. sinuata,,,,,,Alnus,
Alnus viridis subsp. sinuata-type,,,,,,Alnus,
Alternanthera,,,,,,Alternanthera,
Amaranthaceae,,,,,,Amaranthaceae,
Amaranthaceae undiff.,,,,,,Amaranthaceae,
Amaranthus,,,,,,Amaranthaceae,
Ambrosia,,,,,,Ambrosia-type,
Ambrosia-type,,,,,,Ambrosia-type,
Ambrosia/Iva,,,,,,Iva-type,
Ambrosia/Iva annua,,,,,,Iva-type,
Amelanchier,,,,,,Rosaceae,
Amelanchier-type,,,,,,Rosaceae,
Amorpha,,,,,,Fabaceae,
Amorpha-type,,,,,,Fabaceae,
Anacardiaceae,,,,,,Anacardiaceae,
Anacardiaceae-type undiff.,,,,,,Anacardiaceae,
Anacardiaceae undiff.,,,,,,Anacardiaceae,
Andromeda,,,,,,Ericaceae,
Andromeda polifolia,,,,,,Andromeda Polifolia,
Andromeda polifolia var. latifolia,,,,,,Andromeda Polifolia,
Androsace,,,,,,Primulaceae,
Anemone,,,,,,Ranunculaceae undiff.,
Anemone-type,,,,,,Ranunculaceae undiff.,
Anemone canadensis-type,,,,,,Ranunculaceae undiff.,
Anemone patens,,,,,,Ranunculaceae undiff.,
Anemone quinquefolia-type,,,,,,Ranunculaceae undiff.,
Anemone sect. Hepatica,,,,,,Ranunculaceae undiff.,
Anemone sect. Pulsatilla,,,,,,Ranunculaceae undiff.,
Angelica-type,,,,,,Apiaceae,
Angiospermae undiff. (hardwood trees),,,,,,Taxon aggregates,
Angiospermae undiff. (herbs),,,,,,Taxon aggregates,
Angiospermae undiff. (upland herbs),,,,,,Taxon aggregates,
Anthemis,,,,,,Asteraceae:Asteroideae,
Anthemis-type,,,,,,Asteraceae:Asteroideae,
Apiaceae,,,,,,Apiaceae,
Apiaceae (apiculate),,,,,,Apiaceae,
Apiaceae (coarse reticulate),,,,,,Apiaceae,
Apiaceae (large),,,,,,Apiaceae,
"Apiaceae (medium, slender)",,,,,,Apiaceae,
Apiaceae (small),,,,,,Apiaceae,
Apiaceae undiff,,,,,,Apiaceae,
Apocynaceae,,,,,,Apocynaceae,
Apocynum,,,,,,Apocynaceae,
Aquifoliaceae,,,,,,Aquifoliaceae,
Aquilegia,,,,,,Ranunculus-type,
Arabis,,,,,,Brassicaceae,
Araceae,,,,,,Araceae,
Araceae-type,,,,,,Araceae,
Aralia,,,,,,Araliaceae,
Aralia hispida,,,,,,Aralia Hispida,
Araliaceae,,,,,,Araliaceae,
Arceuthobium,,,,,,Arceuthobium,
Arceuthobium americanum,,,,,,Arceuthobium,
Arceuthobium pusillum,,,,,,Arceuthobium,
Arceuthobium/Loranthaceae,,,,,,Arceuthobium,
Arctostaphylos,,,,,,Ericaceae,
Arctostaphylos uva-ursi,,,,,,Ericaceae,
Arctous alpina/A. rubra,,,,,,Ericaceae,
Arecaceae,,,,,,Arecaceae,
Arecaceae-type undiff.,,,,,,Arecaceae,
Arecaceae undiff,,,,,,Arecaceae,
Arenaria,,,,,,Caryophyllaceae,
Arenaria-type,,,,,,Caryophyllaceae,
Armeria,,,,,,Plumbaginaceae,
Armeria maritima,,,,,,Plumbaginaceae,
Artemisia,,,,,,Artemisia,
Artemisia-type,,,,,,Artemisia,
Aster,,,,,,Asteraceae:Asteroideae,
Aster-type,,,,,,Asteraceae:Asteroideae,
Asteraceae,,,,,,Asteraceae undiff.,
Asteraceae (high spine),,,,,,Asteraceae:Asteroideae,
Asteraceae (low spine),,,,,,Asteraceae:Asteroideae,
Asteraceae (undiff.),,,,,,Asteraceae undiff.,
Asteraceae cf. Cirsium,,,,,,Cynareae,
Asteroideae,,,,,,Asteraceae:Asteroideae,
Asteroideae (coarse spine),,,,,,Asteraceae:Asteroideae,
Asteroideae (high spine),,,,,,Asteraceae:Asteroideae,
Asteroideae (large),,,,,,Asteraceae:Asteroideae,
Asteroideae undiff.,,,,,,Asteraceae:Asteroideae,
Astragalus,,,,,,Fabaceae,
Astragalus-type,,,,,,Fabaceae,
Astragalus alpinus,,,,,,Fabaceae,
Astragalus/Lupinus,,,,,,Fabaceae,
Avena-type,,,,,,Cerealia-type,
Avena/Triticum,,,,,,Cerealia-type,
Avicennia,,,,,,Avicennia,
Balsaminaceae,,,,,,Balsaminaceae,
Batis,,,,,,Batis,
Berberidaceae,,,,,,Berberidaceae,
Berberis,,,,,,Berberidaceae,
Berberis-type,,,,,,Berberidaceae,
Berberis repens,,,,,,Berberidaceae,
Berlandiera-type,,,,,,Asteraceae:Asteroideae,
Beta vulgaris-type,,,,,,Amaranthaceae,
Betula,,,,,,Betula,
Betula (<20 µm),,,,,,Betula,
Betula (>20 µm),,,,,,Betula,
Betula (>25 µm),,,,,,Betula,
Betula (20-25 µm),,,,,,Betula,
Betula (large),,,,,,Betula,
Betula (shrub),,,,,,Betula,
Betula (small),,,,,,Betula,
Betula (tree),,,,,,Betula,
Betula cf. B. occidentalis,,,,,,Betula,
Betula det. shrub,,,,,,Betula,
Betula det. tree,,,,,,Betula,
Betula glandulosa,,,,,,Betula,
Betula glandulosa-type,,,,,,Betula,
Betula nana,,,,,,Betula,
Betula papyrifera,,,,,,Betula,
Betula undiff.,,,,,,Betula,
Betula/Myrica,,,,,,Betula,
Betulaceae,,,,,,Betulaceae undiff.,
Betulaceae undiff.,,,,,,Betulaceae undiff.,
Betulaceae/Myricaceae undiff.,,,,,,Taxon aggregates,
Bidens,,,,,,Asteraceae:Asteroideae,
Bidens-type,,,,,,Asteraceae:Asteroideae,
Bistorta,,,,,,Polygonum-type,
Bistorta bistortoides,,,,,,Polygonum-type,
Bistorta bistortoides-type,,,,,,Polygonum-type,
Bistorta officinalis,,,,,,Polygonum-type,
Bistorta officinalis-type,,,,,,Polygonum-type,
Bistorta vivipara,,,,,,Polygonum-type,
Bistorta vivipara-type,,,,,,Polygonum-type,
Boehmeria,,,,,,Boehmeria,
Boehmeria-type,,,,,,Boehmeria,
Boerhavia,,,,,,Boehmeria,
Boraginaceae,,,,,,Boraginaceae,
Boraginaceae undiff.,,,,,,Boraginaceae,
Brassica,,,,,,Brassicaceae,
Brassicaceae,,,,,,Brassicaceae,
Brassicaceae-type undiff.,,,,,,Brassicaceae,
Brassicaceae cf. Brassica,,,,,,Brassicaceae,
Brassicaceae undiff.,,,,,,Brassicaceae,
Bromeliaceae,,,,,,Bromeliaceae undiff.,
Bromeliaceae undiff.,,,,,,Bromeliaceae undiff.,
Bumelia,,,,,,Bumelia,
Bupleurum,,,,,,Apiaceae,
Bupleurum-type,,,,,,Apiaceae,
Bursera,,,,,,Bursera,
Byrsonima,,,,,,Byrsonima,
Cactaceae,,,,,,Cactaceae,
Calendula,,,,,,Asteraceae:Asteroideae,
Caltha-type,,,,,,Ranunculaceae undiff.,
Caltha leptosepala,,,,,,Ranunculaceae undiff.,
Calylophus,,,,,,Calylophus,
Calystegia,,,,,,Convolvulaceae,
Camassia,,,,,,Liliaceae-type,
Campanula,,,,,,Campanulaceae,
Campanula-type,,,,,,Campanulaceae,
Campanula aparinoides-type,,,,,,Campanulaceae,
Campanula rotundifolia-type,,,,,,Campanulaceae,
Campanulaceae,,,,,,Campanulaceae,
Cannabaceae,,,,,,Cannabis/Humulus,
Cannabaceae cf. Humulus,,,,,,Cannabis/Humulus,
Cannabaceae sensu stricto,,,,,,Cannabis/Humulus,
Cannabaceae sensu stricto undiff.,,,,,,Cannabis/Humulus,
Cannabis,,,,,,Cannabis/Humulus,
Cannabis-type,,,,,,Cannabis/Humulus,
Cannabis sativa,,,,,,Cannabis/Humulus,
Cannabis sativa-type,,,,,,Cannabis/Humulus,
Canotia,,,,,,Canotia,
Caprifoliaceae,,,,,,Caprifoliaceae,
Caprifoliaceae sensu lato,,,,,,Caprifoliaceae sensu lato,
Caprifoliaceae sensu lato undiff.,,,,,,Caprifoliaceae sensu lato,
Caprifoliaceae undiff.,,,,,,Caprifoliaceae,
Cardueae,,,,,,Cynareae,
Carex,,,,,,Cyperaceae,
Carpinus,,,,,,Ostrya/Carpinus,
Carpinus-type,,,,,,Ostrya/Carpinus,
Carya,,,,,,Carya,
Carya-type,,,,,,Carya,
Carya cordiformis,,,,,,Carya,
